category,phenotype,phe_code,"all_1_year (case_n, noncase_n, hazards ratio, 95% confidence interval (lower), 95% confidence interval (upper), pvalue)","new_1_year (case_n, noncase_n, hazards ratio, 95% confidence interval (lower), 95% confidence interval (upper), pvalue)"
infectious diseases,Dermatophytosis of the body,110.13,"[110.13, 826.0, 525218.0, 2.6921807207436794, 0.9638233227949352, 7.519881353489533, 17.005686554220624]","[110.13, 826.0, 516543.0, 2.7171107382303648, 0.9725155459252132, 7.591334446775506, 17.68456518617774]"
infectious diseases,Dermatomycoses,110.2,"[110.2, 136.0, 525271.0, 2.214215072021824, 0.2533197700227587, 19.353990352699828, 2.116965299150865]","[110.2, 136.0, 518397.0, 2.230488713541538, 0.2552218588396531, 19.49315753695632, 2.135512855648244]"
infectious diseases,Candidiasis,112.0,"[112.0, 6963.0, 524744.0, 4.950970712554069, 3.467921941477492, 7.068241849216731, 7.699599242790204e+17]","[112.0, 6963.0, 474394.0, 5.246745711717224, 3.673332913390312, 7.494104458399258, 1.2475412716582812e+19]"
infectious diseases,Candidiasis of skin and nails,112.3,"[112.3, 389.0, 525239.0, 6.204941436110255, 1.8943573917458016, 20.32419985442977, 389.58710243639797]","[112.3, 389.0, 505255.0, 6.36863559305736, 1.942890593692663, 20.875863751066674, 446.48541711930756]"
infectious diseases,Mycoses,117.0,"[117.0, 8797.0, 524922.0, 96.33410975623978, 61.2345951657862, 151.55257705880027, 1.4745516361028944e+86]","[117.0, 8797.0, 517417.0, 99.11291348997764, 63.00280716917985, 155.9195544111764, 1.7435524576076698e+87]"
infectious diseases,Histoplasmosis,117.1,"[117.1, 56.0, 525279.0, 14.710727526328974, 0.8244587801077593, 262.4818967002912, 14.826109226014397]","[117.1, 56.0, 525075.0, 14.725217788234016, 0.8253447064629543, 262.71694385751294, 14.850067177243314]"
infectious diseases,Aspergillosis,117.4,"[117.4, 2732.0, 525150.0, 67.90295854854953, 32.88315141750983, 140.218062469245, 2.4269788281825405e+29]","[117.4, 2732.0, 521352.0, 70.04090121317677, 33.91391279559319, 144.65236943675347, 6.221371026263719e+29]"
infectious diseases,Spirochetal infection,130.0,"[130.0, 82.0, 525276.0, 7.543654729853339, 0.6363821557238815, 89.42225386333709, 9.15603130393263]","[130.0, 82.0, 524500.0, 7.561411665491094, 0.6378710773081795, 89.63401604020592, 9.190502613713024]"
infectious diseases,Protozoan infection,131.0,"[131.0, 109.0, 525262.0, 3.8543827885154855, 0.7251166346057346, 20.4881062871798, 8.814464378800004]","[131.0, 109.0, 523608.0, 3.8549415152575386, 0.7251058913863949, 20.494350221928038, 8.814795207828324]"
infectious diseases,"Infestation (lice, mites)",132.0,"[132.0, 1042.0, 525236.0, 0.5462766370714905, 0.1416792590060153, 2.1062939367678863, 2.632356325053563]","[132.0, 1042.0, 523037.0, 0.5498720226872791, 0.1426035497535635, 2.1202785053858304, 2.5967325109514205]"
infectious diseases,Pediculosis and phthirus infestation,132.1,"[132.1, 257.0, 525266.0, 1.1906514531810772, 0.1648421174889853, 8.600052611292972, 1.159188760166724]","[132.1, 257.0, 524620.0, 1.1911874850429005, 0.164918509777111, 8.60381061192297, 1.159661399283166]"
infectious diseases,Arthropod-borne diseases,133.0,"[133.0, 172.0, 525270.0, 59.66466888578269, 7.720976230871033, 461.06510456754535, 11251.336694700378]","[133.0, 172.0, 517935.0, 59.75355682427004, 7.732587802162036, 461.745491225196, 11319.417756507928]"
infectious diseases,Helminthiases,134.0,"[134.0, 61.0, 525278.0, 2.1864273720268126, 0.12193153863779, 39.20613736655066, 1.679797061095155]","[134.0, 61.0, 524687.0, 2.189215042585942, 0.122099925903194, 39.251968969124455, 1.681528147424307]"
infectious diseases,Intestinal helminthiases,134.1,"[134.1, 607.0, 525226.0, 5.1005533736013655, 1.7603298274816277, 14.778846731339495, 372.6023081545576]","[134.1, 607.0, 517356.0, 5.127505308361572, 1.76980899574543, 14.855450927461469, 385.05401761917307]"
infectious diseases,Other infectious and parasitic diseases,136.0,"[136.0, 481.0, 525247.0, 52.84809958399142, 14.077784750771665, 198.39212483245157, 241307701.50015202]","[136.0, 481.0, 508355.0, 54.48315971493721, 14.495278752374624, 204.7849333036848, 306699921.9620153]"
injuries & poisonings,Complication of internal orthopedic device,858.0,"[858.0, 939.0, 525123.0, 0.847282217366932, 0.4110680868643431, 1.7463947672083229, 1.5305164832894451]","[858.0, 939.0, 517894.0, 0.8400364102976294, 0.4073018116378619, 1.7325264716797797, 1.5699539960101878]"
injuries & poisonings,Allergic reaction to food,930.0,"[930.0, 213.0, 525273.0, 2.367659734683583, 0.2357426469388669, 23.77937421181005, 2.155168482651387]","[930.0, 213.0, 521486.0, 2.368457327555664, 0.2358253238104745, 23.78705569788752, 2.155992248147382]"
injuries & poisonings,Adverse reaction to serum or vaccine,941.0,"[941.0, 7.0, 525285.0, 7.486704781192199, 0.0222628246545631, 2517.683598124981, 2.009427808151148]","[941.0, 7.0, 525246.0, 7.48916785775105, 0.022268488170352, 2518.69973266734, 2.009689239891022]"
injuries & poisonings,Diaper or napkin rash,949.1,"[949.1, 623.0, 525184.0, 4.478070280478917, 1.973358941697389, 10.16191885479273, 2975.2327924691376]","[949.1, 623.0, 521398.0, 4.490785425143329, 1.9795463415838717, 10.18776540413984, 3068.85240776212]"
injuries & poisonings,Poisoning by antibiotics,960.0,"[960.0, 152.0, 525278.0, 13.03913250326702, 0.8621347501821346, 197.2069637627253, 15.651160098750257]","[960.0, 152.0, 525278.0, 13.03913250326702, 0.8621347501821346, 197.2069637627253, 15.651160098750257]"
injuries & poisonings,Allergy/adverse effect of penicillin,960.2,"[960.2, 128.0, 525267.0, 1.6216357788172449, 0.2249971660883581, 11.687714315955018, 1.5837332857179571]","[960.2, 128.0, 525267.0, 1.6216357788172449, 0.2249971660883581, 11.687714315955018, 1.5837332857179571]"
injuries & poisonings,Poisoning/allergy of sulfonamides,961.1,"[961.1, 137.0, 525278.0, 3.0459180920308624, 0.1788634129214047, 51.86984231055487, 2.2661535293296478]","[961.1, 137.0, 525278.0, 3.0459180920308624, 0.1788634129214047, 51.86984231055487, 2.2661535293296478]"
injuries & poisonings,"Poisoning by analgesics, antipyretics, and antirheumatics",965.0,"[965.0, 17.0, 525283.0, 10.64437998673407, 0.1952065212975003, 580.4254107336302, 4.058943907269687]","[965.0, 17.0, 525283.0, 10.64437998673407, 0.1952065212975003, 580.4254107336302, 4.058943907269687]"
injuries & poisonings,Adverse effects of sedatives or other central nervous system depressants and anesthetics,967.0,"[967.0, 173.0, 525264.0, 17.012929359473627, 3.117563262708292, 92.8416654291074, 940.642673258605]","[967.0, 173.0, 523615.0, 17.047089299244483, 3.1234187984987782, 93.0401180002149, 947.5493424918224]"
injuries & poisonings,Effects radiation NOS,990.0,"[990.0, 13797.0, 524853.0, 1.5224394913499553, 0.994257721302072, 2.33120845346467, 18.8047834832943]","[990.0, 13797.0, 442229.0, 1.6532414807080156, 1.0802936233083316, 2.530059730578947, 48.605370021469454]"
injuries & poisonings,Sepsis,994.2,"[994.2, 24503.0, 523959.0, 3653.6942240315366, 2602.2860875783726, 5129.905411416211, ' < 2.225E-308']","[994.2, 24503.0, 489560.0, 4298.253473053698, 3058.518649726808, 6040.500331841494, ' < 2.225E-308']"
mental disorders,Delirium dementia and amnestic and other cognitive disorders,290.0,"[290.0, 1372.0, 525164.0, 41.087796918338505, 19.453874308951224, 86.77999193332096, 4.938867400552162e+21]","[290.0, 1372.0, 518402.0, 42.22139739994594, 19.97308628439917, 89.25242564022636, 8.916979339865113e+21]"
mental disorders,Alzheimer's disease,290.11,"[290.11, 624.0, 525164.0, 15.903621617832773, 7.651811058217092, 33.05428984574674, 8011518219288.418]","[290.11, 624.0, 521889.0, 16.169982649271333, 7.774530492240168, 33.63139923866913, 10627946182732.154]"
mental disorders,Transient mental disorders due to conditions classified elsewhere,291.1,"[291.1, 134.0, 525242.0, 10.692761496938251, 3.1948809177526725, 35.78698279334625, 8279.475787031202]","[291.1, 134.0, 524537.0, 10.70828240470624, 3.199672497313464, 35.837202762226205, 8364.563456958263]"
mental disorders,Alteration of consciousness,291.8,"[291.8, 1017.0, 525170.0, 737.6855704940974, 282.5113982153412, 1926.223169588389, 5.200519039543118e+40]","[291.8, 1017.0, 518513.0, 747.2711799466006, 285.97091664929553, 1952.6958297776969, 6.458178090796302e+40]"
mental disorders,Aphasia/speech disturbance,292.1,"[292.1, 873.0, 525199.0, 54.3333753852894, 22.229572907501936, 132.80127751633526, 5.192432913918107e+17]","[292.1, 873.0, 516844.0, 55.610494240741446, 22.73110537591841, 136.0482483608472, 7.534784043543922e+17]"
mental disorders,Symbolic dysfunction,292.12,"[292.12, 286.0, 525255.0, 3.1112449171945893, 0.7028797689826097, 13.771693768879356, 7.418406920056358]","[292.12, 286.0, 523910.0, 3.1292095468809213, 0.7070462787694147, 13.849096844598623, 7.530529547403283]"
mental disorders,Memory loss,292.3,"[292.3, 3105.0, 524855.0, 10.410729137888293, 7.039490341309783, 15.396467063311611, 1.1843301491545133e+31]","[292.3, 3105.0, 509286.0, 10.623952675781124, 7.183217113308137, 15.712788389498758, 3.8648821287547165e+31]"
mental disorders,Altered mental status,292.4,"[292.4, 5353.0, 524733.0, 507.8400016738367, 332.42473118088105, 775.8191347073737, 7.414227467248807e+181]","[292.4, 5353.0, 517309.0, 527.6103730071475, 345.1789858636579, 806.4590172204041, 4.2029101962573025e+183]"
mental disorders,Hallucinations,292.6,"[292.6, 1341.0, 525139.0, 1.8726177287760812, 0.9134220688840966, 3.839076454995804, 11.525720790998848]","[292.6, 1341.0, 518961.0, 1.9037957254403304, 0.928625762934441, 3.903012719302244, 12.69329248065539]"
mental disorders,Symptoms involving head and neck,293.0,"[293.0, 38.0, 525277.0, 439.1375744575253, 19.51554193671849, 9881.447818654053, 7813.140358657443]","[293.0, 38.0, 524169.0, 440.2117732659677, 19.559230136566583, 9907.6703923882, 7853.997532831721]"
mental disorders,"Swelling, mass, or lump in head and neck [Space-occupying lesion, intracranial NOS]",293.1,"[293.1, 8065.0, 524490.0, 0.3455042641266706, 0.2422202251336651, 0.4928291865959503, 222472614.2151642]","[293.1, 8065.0, 479545.0, 0.3595181327891448, 0.2521196652923576, 0.5126664262952724, 62388383.58738781]"
mental disorders,Schizophrenia,295.1,"[295.1, 10754.0, 524088.0, 4.499781431942165, 3.538324546938917, 5.722491723595142, 7.030329572209854e+33]","[295.1, 10754.0, 514949.0, 4.588403561078441, 3.607657892874877, 5.835765991253736, 4.758924164734921e+34]"
mental disorders,Paranoid disorders,295.2,"[295.2, 1705.0, 525168.0, 2.767713890004399, 1.26702365175996, 6.045854129307548, 93.80438023935098]","[295.2, 1705.0, 521370.0, 2.7967269224036087, 1.2802690464233144, 6.10940450395843, 101.12627401011862]"
mental disorders,Psychosis,295.3,"[295.3, 2594.0, 524931.0, 2.374038348494341, 1.5074303471099986, 3.738851410897377, 5243.350129164458]","[295.3, 2594.0, 514608.0, 2.4396762455143355, 1.5487339411320256, 3.843152154705397, 8351.1744774895]"
mental disorders,Mood disorders,296.0,"[296.0, 1933.0, 525144.0, 2.8257609284873064, 1.3862908610041895, 5.759920266069844, 235.24502342144174]","[296.0, 1933.0, 518363.0, 2.867467748617425, 1.4065965224704524, 5.845579139439261, 266.94967876061423]"
mental disorders,Bipolar,296.1,"[296.1, 3889.0, 524817.0, 3.494477693884529, 2.3717048157069955, 5.14877495385798, 4006386922.162168]","[296.1, 3889.0, 468922.0, 3.913774731012012, 2.653113456019554, 5.773455564199305, 166019624175.37662]"
mental disorders,Major depressive disorder,296.22,"[296.22, 5634.0, 524627.0, 4.694215952320879, 3.396630415194397, 6.487506944661997, 1.3434597935415715e+20]","[296.22, 5634.0, 469418.0, 5.261358172477266, 3.8031950428638313, 7.278588004849907, 8.638705191592076e+22]"
mental disorders,Suicide or self-inflicted injury,297.2,"[297.2, 31.0, 525282.0, 10.682879488741609, 0.2792257032500041, 408.7156477453496, 4.933146693087183]","[297.2, 31.0, 523692.0, 10.717833818724168, 0.2800587573252862, 410.1709329244954, 4.947459118070978]"
mental disorders,Anxiety disorders,300.0,"[300.0, 1445.0, 525182.0, 9.746269035093356, 4.396278809396807, 21.60685530257638, 48131365.50262341]","[300.0, 1445.0, 516005.0, 9.910325148457416, 4.469694293836631, 21.973436680798937, 60741889.96157579]"
mental disorders,Anxiety disorder,300.1,"[300.1, 27909.0, 522837.0, 40.44373194142892, 34.20825516799837, 47.81581069590307, ' < 2.225E-308']","[300.1, 27909.0, 447547.0, 45.23163451862539, 38.25412314241688, 53.481836548959386, ' < 2.225E-308']"
mental disorders,Generalized anxiety disorder,300.11,"[300.11, 6400.0, 524819.0, 17.53139775844736, 12.032862888847186, 25.542542136814696, 3.803518036208868e+49]","[300.11, 6400.0, 506310.0, 18.07987325218041, 12.408562871444856, 26.343245402506977, 4.107884617942958e+50]"
mental disorders,"Agorophobia, social phobia, and panic disorder",300.12,"[300.12, 847.0, 525130.0, 25.53339129970758, 13.298375101690027, 49.02509263565058, 4.654188289200914e+21]","[300.12, 847.0, 513461.0, 26.21224696572756, 13.642246054671588, 50.36427933045619, 9.120048854714246e+21]"
mental disorders,Phobia,300.13,"[300.13, 154.0, 525272.0, 13.702952483275354, 1.6869519657469674, 111.30779688546666, 69.8556840380624]","[300.13, 154.0, 524255.0, 13.733874919987036, 1.690404244579358, 111.58237499858214, 70.21821500213878]"
mental disorders,Obsessive-compulsive disorders,300.3,"[300.3, 283.0, 525243.0, 2.996909260469564, 0.8391671396930422, 10.70283223765595, 10.9851608251105]","[300.3, 283.0, 523495.0, 2.9991130095145206, 0.8397494876607864, 10.711145378480554, 11.010056685249896]"
mental disorders,Dysthymic disorder,300.4,"[300.4, 279.0, 525244.0, 3.6716060618412096, 1.0200537951617716, 13.215666798446836, 21.481100720006324]","[300.4, 279.0, 510433.0, 3.789200673238115, 1.0514354786845892, 13.65565651259075, 23.989067802018955]"
mental disorders,Acute reaction to stress,300.8,"[300.8, 337.0, 525240.0, 9.187047670619204, 2.796697656681137, 30.179109529626466, 3884.526270465723]","[300.8, 337.0, 516396.0, 9.276904518997652, 2.8229558519173503, 30.48611525261597, 4116.299840069261]"
mental disorders,Personality disorders,301.0,"[301.0, 811.0, 525176.0, 2.0317371406244606, 0.8911483686788709, 4.632175688895173, 10.891212219353866]","[301.0, 811.0, 515569.0, 2.0665897243659312, 0.906272924234212, 4.7124800649469005, 11.854823205191527]"
mental disorders,Schizoid personality disorder,301.1,"[301.1, 5.0, 525285.0, 2.959851986762837, 0.0070734840585353, 1238.530222312806, 1.3800843910221805]","[301.1, 5.0, 524680.0, 2.960979182835024, 0.007075239672784, 1239.1661804627638, 1.3802499154626344]"
mental disorders,Antisocial/borderline personality disorder,301.2,"[301.2, 1323.0, 525133.0, 3.943700590080412, 2.0075156597292643, 7.747274233615716, 14685.518063645804]","[301.2, 1323.0, 520044.0, 3.974302022042955, 2.022972069251177, 7.807856965747145, 16119.70425257447]"
mental disorders,Sexual and gender identity disorders,302.0,"[302.0, 461.0, 525239.0, 4.63082218414691, 1.393089688545005, 15.39349137210585, 80.72397471346649]","[302.0, 461.0, 523125.0, 4.64685739968394, 1.3978406243238568, 15.447600618591396, 81.9957669593663]"
mental disorders,Decreased libido,302.1,"[302.1, 1.0, 525286.0, 60.66549384726174, 0.0134222558989564, 274194.0081784837, 2.949477151593218]","[302.1, 1.0, 525103.0, 60.7102641866714, 0.0134235120786803, 274573.16356642905, 2.949910617581105]"
mental disorders,Psychogenic and somatoform disorders,303.0,"[303.0, 41.0, 525279.0, 3.064544238441372, 0.1514019054977774, 62.02980972060536, 2.148104758884834]","[303.0, 41.0, 513410.0, 3.1289349407256197, 0.1544918963246983, 63.37053331727723, 2.1864040108640954]"
mental disorders,Dissociative disorder,303.1,"[303.1, 213.0, 525274.0, 5.438634784771234, 0.5525240816144281, 53.53386269734538, 6.819297562136737]","[303.1, 213.0, 522819.0, 5.474191215561221, 0.5559214124013362, 53.9046865187012, 6.888815869612426]"
mental disorders,Psychogenic disorder,303.3,"[303.3, 385.0, 525247.0, 0.3019079166845791, 0.0604778130598459, 1.5071376682656616, 6.929363622501181]","[303.3, 385.0, 522272.0, 0.3025972313671979, 0.0606121290413246, 1.5106726306984777, 6.8920536692434995]"
mental disorders,Somatoform disorder,303.4,"[303.4, 528.0, 525222.0, 20.85767285664782, 7.59310330190005, 57.29442886495183, 262196886.3336742]","[303.4, 528.0, 519041.0, 21.06125536399415, 7.664342784409512, 57.8753443034512, 290036216.2837636]"
mental disorders,Adjustment reaction,304.0,"[304.0, 310.0, 525244.0, 10.53265041217139, 3.049835563292636, 36.37465771605262, 5086.630594162158]","[304.0, 310.0, 500805.0, 10.943318384435289, 3.169698174869356, 37.7815838153282, 6499.422343680779]"
mental disorders,Eating disorder,305.2,"[305.2, 100.0, 525263.0, 1.36778478639372, 0.2217014262014471, 8.43853489778724, 1.358965768592939]","[305.2, 100.0, 508930.0, 1.3975312980476515, 0.2265818263435242, 8.619816339822586, 1.3919487670585062]"
mental disorders,Other mental disorder,306.0,"[306.0, 2423.0, 525153.0, 70.14697293496307, 33.66719697083595, 146.15406848989792, 1.334365617712897e+29]","[306.0, 2423.0, 505933.0, 78.28034703233648, 37.58823153913679, 163.02476814113385, 4.324707669299268e+30]"
mental disorders,Conduct disorders,312.0,"[312.0, 58.0, 525269.0, 1.9358028769656783, 0.2515349916450425, 14.897858758978172, 1.9017719795157029]","[312.0, 58.0, 520752.0, 1.946259042489833, 0.252985388093756, 14.972897403345849, 1.9143103211150407]"
mental disorders,Impulse control disorder,312.3,"[312.3, 57.0, 525278.0, 1.0119512351677924, 0.0487240142298109, 21.017260555085304, 1.006162310590056]","[312.3, 57.0, 524172.0, 1.0125450070087312, 0.0487578446111505, 21.02733210203973, 1.006468763593555]"
mental disorders,Pervasive developmental disorders,313.0,"[313.0, 666.0, 525249.0, 4.441213576107211, 1.1465022204190711, 17.203959728389638, 32.31984922537421]","[313.0, 666.0, 522260.0, 4.452538635327504, 1.149610234056431, 17.24506246706826, 32.64193445510333]"
mental disorders,Attention deficit hyperactivity disorder,313.1,"[313.1, 696.0, 525186.0, 7.912838952493741, 3.5123979465311943, 17.826288832089247, 1670436.750606673]","[313.1, 696.0, 518782.0, 7.935644218892135, 3.5228610118189705, 17.875939174881143, 1736990.7495983937]"
mental disorders,Tics and stuttering,313.2,"[313.2, 40.0, 525274.0, 2.119295474884316, 0.1918917983148153, 23.40596809925445, 1.8520189888732086]","[313.2, 40.0, 524607.0, 2.1185563317192453, 0.1918848646848015, 23.390489594061265, 1.85155437953032]"
mental disorders,Autism,313.3,"[313.3, 1360.0, 525122.0, 1.6180175041367864, 0.8153092832130663, 3.211027640180657, 5.924078493930514]","[313.3, 1360.0, 522644.0, 1.6199538104530702, 0.8164159202254065, 3.2143546971461374, 5.964919154955813]"
mental disorders,Develomental delays and disorders,315.0,"[315.0, 3447.0, 524839.0, 5.836985425817509, 3.9524528176041063, 8.620064661988492, 1.3539050455352704e+18]","[315.0, 3447.0, 515055.0, 5.9342316880306285, 4.018057271860799, 8.764211992159685, 2.827956701045194e+18]"
